file,class,methode,beginline,endline,begincolumn,endcolumn,rule,ruleset,package,text
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00487.java,BenchmarkTest00487,doPost,52,52,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00487.java,BenchmarkTest00487,doPost,76,78,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00488.java,BenchmarkTest00488,doPost,52,52,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00488.java,BenchmarkTest00488,doPost,81,83,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00489.java,BenchmarkTest00489,doPost,52,52,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00489.java,BenchmarkTest00489,doPost,76,78,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00490.java,BenchmarkTest00490,doPost,52,52,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00490.java,BenchmarkTest00490,doPost,81,83,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00491.java,BenchmarkTest00491,doPost,52,52,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00501.java,BenchmarkTest00501,doPost,52,52,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00501.java,BenchmarkTest00501,doPost,87,89,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00502.java,BenchmarkTest00502,doPost,53,53,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00502.java,BenchmarkTest00502,doPost,78,80,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00503.java,BenchmarkTest00503,doPost,52,52,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00503.java,BenchmarkTest00503,doPost,83,85,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00504.java,BenchmarkTest00504,doPost,52,52,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00504.java,BenchmarkTest00504,doPost,72,74,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00505.java,BenchmarkTest00505,doPost,52,52,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00505.java,BenchmarkTest00505,doPost,77,79,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00506.java,BenchmarkTest00506,doPost,63,63,24,28,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f5528'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00506.java,BenchmarkTest00506,doPost,66,66,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00506.java,BenchmarkTest00506,doPost,86,88,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00507.java,BenchmarkTest00507,doPost,52,52,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00507.java,BenchmarkTest00507,doPost,73,75,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00518.java,BenchmarkTest00518,doPost,60,60,29,33,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'count'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00519.java,BenchmarkTest00519,doPost,65,65,29,33,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'count'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00523.java,BenchmarkTest00523,doPost,72,72,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f87760'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00529.java,BenchmarkTest00529,doPost,86,88,35,33,EmptyCatchBlock,Empty Code,org.owasp.benchmark.testcode,Avoid empty catch blocks
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00545.java,BenchmarkTest00545,doPost,72,72,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f80566'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00548.java,BenchmarkTest00548,doPost,72,72,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f52901'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00559.java,BenchmarkTest00559,doPost,72,72,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f39502'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00560.java,BenchmarkTest00560,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00560.java,BenchmarkTest00560,doPost,86,88,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00561.java,BenchmarkTest00561,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00561.java,BenchmarkTest00561,doPost,90,92,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00562.java,BenchmarkTest00562,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00562.java,BenchmarkTest00562,doPost,99,101,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00563.java,BenchmarkTest00563,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00563.java,BenchmarkTest00563,doPost,80,82,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00564.java,BenchmarkTest00564,doPost,62,62,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00564.java,BenchmarkTest00564,doPost,81,83,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00565.java,BenchmarkTest00565,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00566.java,BenchmarkTest00566,doPost,62,62,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00569.java,BenchmarkTest00569,doPost,72,72,24,28,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f6821'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00577.java,BenchmarkTest00577,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00577.java,BenchmarkTest00577,doPost,92,94,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00578.java,BenchmarkTest00578,doPost,62,62,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00578.java,BenchmarkTest00578,doPost,87,89,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00579.java,BenchmarkTest00579,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00579.java,BenchmarkTest00579,doPost,92,94,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00580.java,BenchmarkTest00580,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00580.java,BenchmarkTest00580,doPost,86,88,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00581.java,BenchmarkTest00581,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00581.java,BenchmarkTest00581,doPost,82,84,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00582.java,BenchmarkTest00582,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00582.java,BenchmarkTest00582,doPost,89,91,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00583.java,BenchmarkTest00583,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00583.java,BenchmarkTest00583,doPost,86,88,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00584.java,BenchmarkTest00584,doPost,61,61,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00584.java,BenchmarkTest00584,doPost,88,90,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00585.java,BenchmarkTest00585,doPost,62,62,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00585.java,BenchmarkTest00585,doPost,82,84,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00592.java,BenchmarkTest00592,doPost,72,72,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f36502'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00599.java,BenchmarkTest00599,doPost,72,72,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f99467'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00605.java,BenchmarkTest00605,doPost,74,74,29,33,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'count'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00606.java,BenchmarkTest00606,doPost,74,74,29,33,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'count'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,BenchmarkTest00610,doPost,59,59,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f51289'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00621.java,BenchmarkTest00621,doPost,59,59,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f28566'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00624.java,BenchmarkTest00624,doPost,71,73,35,33,EmptyCatchBlock,Empty Code,org.owasp.benchmark.testcode,Avoid empty catch blocks
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00625.java,BenchmarkTest00625,doPost,76,78,35,33,EmptyCatchBlock,Empty Code,org.owasp.benchmark.testcode,Avoid empty catch blocks
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00626.java,BenchmarkTest00626,doPost,80,82,35,33,EmptyCatchBlock,Empty Code,org.owasp.benchmark.testcode,Avoid empty catch blocks
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00627.java,BenchmarkTest00627,doPost,74,76,35,33,EmptyCatchBlock,Empty Code,org.owasp.benchmark.testcode,Avoid empty catch blocks
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00628.java,BenchmarkTest00628,doPost,59,59,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f24315'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00628.java,BenchmarkTest00628,doPost,84,86,35,33,EmptyCatchBlock,Empty Code,org.owasp.benchmark.testcode,Avoid empty catch blocks
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00629.java,BenchmarkTest00629,doPost,83,85,19,17,EmptyCatchBlock,Empty Code,org.owasp.benchmark.testcode,Avoid empty catch blocks
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00650.java,BenchmarkTest00650,doPost,59,59,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f17321'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00652.java,BenchmarkTest00652,doPost,49,49,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00652.java,BenchmarkTest00652,doPost,69,71,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00653.java,BenchmarkTest00653,doPost,48,48,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00653.java,BenchmarkTest00653,doPost,73,75,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00654.java,BenchmarkTest00654,doPost,48,48,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00654.java,BenchmarkTest00654,doPost,77,79,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00655.java,BenchmarkTest00655,doPost,48,48,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00660.java,BenchmarkTest00660,doPost,48,48,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00660.java,BenchmarkTest00660,doPost,70,72,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00661.java,BenchmarkTest00661,doPost,48,48,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00661.java,BenchmarkTest00661,doPost,73,75,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00662.java,BenchmarkTest00662,doPost,48,48,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00662.java,BenchmarkTest00662,doPost,73,75,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00663.java,BenchmarkTest00663,doPost,48,48,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00663.java,BenchmarkTest00663,doPost,74,76,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00664.java,BenchmarkTest00664,doPost,59,59,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f87833'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00664.java,BenchmarkTest00664,doPost,62,62,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00664.java,BenchmarkTest00664,doPost,82,84,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00665.java,BenchmarkTest00665,doPost,48,48,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00665.java,BenchmarkTest00665,doPost,74,76,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00666.java,BenchmarkTest00666,doPost,48,48,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00666.java,BenchmarkTest00666,doPost,72,74,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00667.java,BenchmarkTest00667,doPost,48,48,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00667.java,BenchmarkTest00667,doPost,74,76,49,49,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00674.java,BenchmarkTest00674,doPost,59,59,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f55926'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00682.java,BenchmarkTest00682,doPost,74,74,29,33,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'count'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00689.java,BenchmarkTest00689,doPost,61,61,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f98281'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00700.java,BenchmarkTest00700,doPost,76,78,35,33,EmptyCatchBlock,Empty Code,org.owasp.benchmark.testcode,Avoid empty catch blocks
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00701.java,BenchmarkTest00701,doPost,61,61,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f85232'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00702.java,BenchmarkTest00702,doPost,50,50,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00702.java,BenchmarkTest00702,doPost,73,75,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00717.java,BenchmarkTest00717,doPost,61,61,24,29,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'f59129'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00733.java,BenchmarkTest00733,doPost,51,51,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00733.java,BenchmarkTest00733,doPost,70,72,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00734.java,BenchmarkTest00734,doPost,50,50,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00734.java,BenchmarkTest00734,doPost,88,90,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00735.java,BenchmarkTest00735,doPost,50,50,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00735.java,BenchmarkTest00735,doPost,79,81,41,41,CollapsibleIfStatements,Basic,org.owasp.benchmark.testcode,These nested if statements could be combined
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00736.java,BenchmarkTest00736,doPost,50,50,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
/Users/dwichers/git/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00744.java,BenchmarkTest00744,doPost,50,50,24,26,UnusedLocalVariable,Unused Code,org.owasp.benchmark.testcode,Avoid unused local variables such as 'bar'.
